0	+0.00000	+0.00000
1	-0.0353553	-0.0353553
2	-0.0707107	-0.0707107
3	-0.106066	-0.106066
4	-0.141421	-0.141421
5	-0.176777	-0.176777
6	-0.212132	-0.212132
7	-0.247487	-0.247487
8	-0.282843	-0.282843
9	-0.318198	-0.318198
10	-0.353553	-0.353553
11	-0.388909	-0.388909
12	-0.424264	-0.424264
13	-0.459619	-0.459619
14	-0.494975	-0.494975
15	-0.530330	-0.530330
16	-0.565685	-0.565685
17	-0.601041	-0.601041
18	-0.636396	-0.636396
19	-0.671751	-0.671751
20	-0.707107	-0.707107
21	-0.728320	-0.728320
